Catégorie	Score	Nom	URL	Année	Niveau IA déclaré	Région	Description	Signaux détectés
B - IA probable (signaux modérés)	1	Physikal AI	https://www.physikal.ai/	2025	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Unifying robots, devices, and autonomous systems through natural language.	+1 robot
B - IA probable (signaux modérés)	1	Kardinal	https://kardinal.ai/fr/	2015	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	La véritable magie opère lorsque la connaissance des experts métier se conjugue avec la puissance des mathématiques et des outils numériques. Kardinal exploite la richesse de vos données pour aborder vos plus grands défis stratégiques et opérationnels, en fournissant des résultats concrets et directement exploitables qui libèrent tout le potentiel de votre dernier kilomètre. Dimensionnement de flottes, optimisation de tournées, préparation de peak period, sectorisation du territoire, ou encore, étude de conversion de votre flotte à l'électrique : nous vous accompagnons sur toutes les problématiques métier où les mathématiques ont un rôle à jouer et nous proposons des solutions concrètes et directement opérables.	+1 optimisation
B - IA probable (signaux modérés)	1	Sekoia.io	www.sekoia.io	2022	J'ai intégré l'IA pour améliorer mon produit	Bretagne	Sekoia.io est leader des solutions SaaS de détection et de réponse aux cybermenaces s’appuyant sur l’IA et le renseignement cyber. La plateforme AI SOC Sekoia apporte aux équipes de sécurité une véritable tour de contrôle sur leur système d’information.	+2 détection; -1 saas
B - IA probable (signaux modérés)	1	Shark Robotics	https://www.shark-robotics.com	2016	J'ai intégré l'IA pour améliorer mon produit	Nouvelle-Aquitaine	Shark Robotics est une entreprise deep-tech qui conçoit et fabrique des robots de sécurité et de lutte contre les incendies pour renforcer la sécurité et soutenir les premiers intervenants.	+1 robot
B - IA probable (signaux modérés)	1	Tarotanalytics	http://tarotanalytics.com	2006	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Tarot Analytics - Final Kilometre Route Optimisation and Delivery Management platform to power your operations and give your customers an amazing delivery experience	+1 optimisation
B - IA probable (signaux modérés)	1	Lonescale	https://lonescale.com	2021	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Lonescale automates all the manual work to identify in real time the 5% of your market ready to buy.
Our platform gathers real-time signals and automate the next steps, delivering insights directly into your CRMs to optimize the whole pipeline.	+1 signal
B - IA probable (signaux modérés)	1	Luxurynsight	www.luxurynsight.com/	2010	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Luxurynsight fournit des plateformes SaaS d’IA à plus de 50 groupes du luxe, de la mode et de la beauté, pour transformer la donnée en analyse stratégique sur la veille concurrentielle, les prix, la distribution et l’investissement.	+2 transformer; -1 saas
B - IA probable (signaux modérés)	1	Shift Technology	https://www.shift-technology.com/fr/	2014	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Les solutions de Shift Technology, basées sur l’IA, permettent aux assureurs d’automatiser et d’optimiser la prise de décision en vue d'obtenir de meilleurs résultats, notamment en matière de gestion des sinistres et de détection des fraudes.	+2 détection; -1 automatise
B - IA probable (signaux modérés)	1	Pollen Robotics	http://www.pollen-robotics.com/	2016	L'IA est indispensable au fonctionnement de mon produit	Nouvelle-Aquitaine	We develop humanoid service robots specialized in human robot interaction and manipulation of objects.	+1 robot
B - IA probable (signaux modérés)	1	Rofim	www.rofim.fr	2018	J'ai intégré l'IA pour améliorer mon produit	Provence-Alpes-Côte d'Azur	Rofim est une entreprise innovante dédiée à l'amélioration du système de santé grâce à des solutions numériques conçues par et pour les professionnels de terrain. Notre mission est d'interconnecter les professionnels de santé pour faciliter le diagnostic et accélérer le diagnostic.	+1 diagnostic
B - IA probable (signaux modérés)	1	Naïo Technologies	https://www.naio-technologies.com/	2011	L'IA est indispensable au fonctionnement de mon produit	Occitanie	European leader in agricultural robotics	+1 robot
B - IA probable (signaux modérés)	1	Nurea	www.nurea-soft.com	2018	L'IA est indispensable au fonctionnement de mon produit	Nouvelle-Aquitaine	Développement d'une plateforme automatique d'analyse d'images médicales pour le diagnostic, planification d'intervention et suivi de patients atteints de maladies cardiovasculaires.	+1 diagnostic
B - IA probable (signaux modérés)	1	uhlive (ex Allo Media)	https://uh.live/	2011	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Plateforme d'IA vocale offrant transcription en temps réel, analyse émotionnelle et solutions avancées pour améliorer la relation client et automatiser les processus via des technologies de reconnaissance vocale innovantes.	+2 reconnaissance; -1 automatise
B - IA probable (signaux modérés)	1	upciti	https://upciti.com/	2017	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	With its unique sensor technology applying the most stringent privacy rules and based on image analysis by Artificial Intelligence, Upciti characterises and optimises flows of goods and people for towns and local areas that are more pleasant to live in.	+1 sensor
B - IA probable (signaux modérés)	1	webdrone	http://www.webdrone.fr	2011	J'ai intégré l'IA pour améliorer mon produit	Bourgogne-Franche-Comté	Webdrone édite une plate-forme de surveillances d'activités cybercriminelles par e-drones, et accompagne ses clients avec un service expert pour les missions d'investigation et de reporting opérationnel.	+1 drone
B - IA probable (signaux modérés)	1	Yumain	https://yumain.fr/	2011	L'IA est indispensable au fonctionnement de mon produit	Bourgogne-Franche-Comté	The world's leader vision solutions in artificial intelligence, specializing in real-time signal processing and Embedded electronic	+1 signal
B - IA probable (signaux modérés)	1	Allisone AI	https://allisone.ai	2021	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI communication tool for patient &amp; diagnostic tool for dentist. Based on dental radiographs.	+1 diagnostic
B - IA probable (signaux modérés)	1	CO2 AI	https://co2ai.com/	2023	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Leading end-to-end carbon management software for large corporations, providing accurate measurement, tracking, simulation, and reduction of environmental footprints, and featuring enhanced supplier collaboration and actionable insights	+1 simulation
B - IA probable (signaux modérés)	1	Alpic	https://alpic.ai/	2025	Mon produit sert au développement ou à la gestion de l'IA	Île-de-France	Alpic est une plateforme cloud tout-en-un pour concevoir et déployer des serveurs MCP qui offre sécurité intégrée, observabilité complète et infrastructure scalable pour rendre vos services instantanément accessibles aux agents IA.	-1 agents ia; +2 catégorie=tooling IA
B - IA probable (signaux modérés)	1	Forssea Robotics	http://www.forssea-robotics.fr/	2016	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Develops innovative subsea solutions for the offshore industries	+1 robot
B - IA probable (signaux modérés)	1	BioSerenity	http://www.bioserenity.com/	2014	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Leading global providers of remote diagnostic solutions	+1 diagnostic
C - Indéterminé	0	(E-)PEAK PEOPLE HR	https://www.peakpeople-hr.com/fr/	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Ayez accès aux attentes et aux besoins de vos équipes ainsi qu’à la perception qu’elles ont de votre organisation, de leurs métiers, du terrain en temps réel.	-
C - Indéterminé	0	BIMEA	https://bimea.farm	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Leveraging acoustics and Artificial Intelligence to meet the sound challenges of industrial and daily environments	-
C - Indéterminé	0	365Talents	www.365talents.com	2015	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	365Talents est une solution de Talent Intelligence qui aide les entreprises à devenir des organisations basées sur les compétences (SBO).	-
C - Indéterminé	0	Diadeep	www.diadeep.com	2022	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	DiaDeep propose des solutions d’IA qui analysent les images de biopsies pour aider les médecins à mieux diagnostiquer les cancers et à orienter les décisions de traitement.	-
C - Indéterminé	0	Arcascience	https://www.arcascience.ai/	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Notre plateforme alimentée par l'IA génère des insights cachés dans des ensembles de données massifs, permettant aux sociétés pharmaceutiques et aux CRO d'optimiser l'ensemble du cycle de vie du médicament.	-
C - Indéterminé	0	Arlequin AI	https://www.arlq.ai/	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Arlequin AI a développé l’explorateur de donnée humaine (HuDex), une solution de Next-Gen Social Analysis.	-
C - Indéterminé	0	awen	https://www.awen.ai	2022	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Our AI-powered creative suite increases speed at which great ideas are uncovered, improves their quality by enriching stimuli and maximizes luck factors in creative processes.	-
C - Indéterminé	0	BioEsol	https://www.bioesol.com	2021	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI-powered energy storage systems for businesses	-
C - Indéterminé	0	Blix	http://joinblix.com	2021	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Blix provides accelerating and promotional services for e-commerce brands and entrepreneurs	-
C - Indéterminé	0	Diffusely	www.diffuse.ly	2014	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Diffusely développe des solutions visuelles pour l'automobile et la mode, combinant IA et expertise humaine. Nos outils s'intègrent dans les CRM, DAM, DMS, plateformes web et workflows des entreprises, délivrant automatiquement des résultats de qualité professionnelle à grande échelle.	-
C - Indéterminé	0	Dotfile	https://www.dotfile.com/	2021	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI-powered KYB solution for automating AML compliance	-
C - Indéterminé	0	Flowie	https://www.get-flowie.com/	2022	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Flowie est la plateforme d'orchestration Finance et Achat qui révolutionne la gestion des processus Intake-to-Pay, Order-to-Cash et flux de trésorerie, construite autour de l'IA et de l'impact ESG en temps réel.	-
C - Indéterminé	0	AB Tasty	https://www.abtasty.com	2009	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Helps marketers tailor UX and increase conversion rates through a/b testing and content personalization	-
C - Indéterminé	0	Bridge.audio	http://www.bridge.audio/	2019	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Fed up juggling between your local library and all the sharing services (Wetransfer, Google Drive, Soundcloud etc ;) ?Bridge.audio finally brings together all the features to share your music and assets with your network...	-
C - Indéterminé	0	Abelio	www.abelio.io	2018	L'IA est indispensable au fonctionnement de mon produit	Occitanie	Abelio propose un ensemble d’outils d’aide à la décision et gestion agricole, regroupés sur une plateforme web et app mobile. Ces outils ont pour objectif de simplifier le quotidien de l’agriculteur  et de l’aider à optimiser ses rendements en l’assistant sur les différentes étapes de production.	-
C - Indéterminé	0	Akanthas	www.akanthas.com	2021	L'IA est indispensable au fonctionnement de mon produit	Occitanie	Akanthas développe une solution IA qui automatise le tri, la collecte et la valorisation des déchets industriels grâce à un capteur intelligent et un logiciel d’analyse en temps réel. Une technologie au service d’un secteur plus efficace et durable.	+1 capteur; -1 automatise
C - Indéterminé	0	Flutilliant	https://www.flutilliant.com/	2018	J'ai intégré l'IA pour améliorer mon produit	Occitanie	Flutilliant est l'Editeur/Intégrateur spécialiste de la SMART Data et des IA Small Data	-
C - Indéterminé	0	cypheme	http://www.cypheme.com	2015	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Cypheme est une intelligence artificielle capable de détecter les produits contrefaits en analysant la microstructure de leur emballage, simplement à l'aide de la caméra d'un téléphone portable.	-
C - Indéterminé	0	Incepto Medical	https://incepto-medical.com/	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Co-creates and distributes first class AI algorithms alongside radiologists. Saving time, Saving lives, together	-
C - Indéterminé	0	Blify	https://www.blify.co/	2025	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	LMS AI-Native, Blify forme les équipes directement dans Teams/Slack. Notre infrastructure d'IA multi-agents permet d'individualiser à l'échelle les formations sur des sujets d'onboarding, de formation managériale ou des commerciaux, notamment via des jeux de rôle vocaux immersifs. #Future40	-
C - Indéterminé	0	BiOceanOr	http://bioceanor.com	2018	L'IA est indispensable au fonctionnement de mon produit	Provence-Alpes-Côte d'Azur	BIOCEANOR has developed the first underwater weather station for real time and predictive monitoring of water quality	-
C - Indéterminé	0	AcuSurgical	https://acusurgical.com	2020	L'IA est indispensable au fonctionnement de mon produit	Occitanie	Creating the new standard of care in retinal surgery	-
C - Indéterminé	0	ai-biopharma	https://ai-biopharma.com/	2018	J'ai intégré l'IA pour améliorer mon produit	Occitanie	a Biopharma company specialized in medicinal chemistry research of preclinical drug candidates.	-
C - Indéterminé	0	Ed AI	http://ed.ai	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Provides IT and educational software solutions, including digital content production for schools and professional e-learning platforms	-
C - Indéterminé	0	Adaptiv Me	https://www.adaptiv.me/	2021	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	Empower your institution with generative AI tools tailored to boost learning experiences, drive engagement, and foster innovation	-
C - Indéterminé	0	adcreative.ai	https://www.adcreative.ai/	2021	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Transforming advertising with AI. Top 3 fastest-growing company in the world, two years in a row	-
C - Indéterminé	0	BaCta	https://bacta.bio	2024	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Biosynthetic carbon-negative natural rubber produced with engineered microorganisms	-
C - Indéterminé	0	glowbl	http://www.glowbl.com	2011	J'ai intégré l'IA pour améliorer mon produit	Auvergne-Rhône-Alpes	Glowbl is a collaborative platform for hybrid work enabling project simplification, collective intelligence and agile management in a user-friendly environment.	-
C - Indéterminé	0	AZmed	https://www.azmed.co/fr	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AZmed has been the first French company to commercialize an AI-powered radiology software.	-
C - Indéterminé	0	Harmattan AI	https://www.harmattan.ai/	2023	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Empowering the armed forces of liberal democracies and their allies with capabilities that enhance operational edge and readiness.	-
C - Indéterminé	0	Captain Data	https://www.captaindata.com/	2018	J'ai intégré l'IA pour améliorer mon produit	Pays de la Loire	Advanced data automation platform enhancing lead generation and sales pipeline scalability with top-tier data quality	-
C - Indéterminé	0	D-Ice Engineering	www.dice-engineering.com	2015	J'ai intégré l'IA pour améliorer mon produit	Pays de la Loire	D-ICE Engineering développe des solutions de navigation innovantes pour l’industrie maritime et offshore, contribuant à la réduction de l’empreinte carbone et à l’amélioration de la performance des opérations et de la sécurité en mer.	-
C - Indéterminé	0	Aircall	www.aircall.io	2014	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Aircall offre aux équipes commerciales et support une plateforme de téléphonie cloud unifiant données métiers, appels, SMS et WhatsApp, et intégrant des fonctionnalités d’IA avancées, dont des agents vocaux, pour optimiser chaque interaction client.	-
C - Indéterminé	0	BrightHeart	http://brightheart.ai	2022	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Advancing prenatal ultrasound screening with AI	-
C - Indéterminé	0	Fringuant	https://fringuant.com/	2022	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Introducing Fringuant: a revolutionary solution that guarantees the perfect garment, every time, for every client.	-
C - Indéterminé	0	Get Certin	www.getcertin.ai/	2011	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI-powered logistics intelligence platform preventing SLA failures	-
C - Indéterminé	0	Imageens	https://www.imageens.com/	2017	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Imageens develops AI clinical decision-making softwares based on a prorietary technology that enables a better understanding of patient’s cardiovascular risk. Imageens’s technology measures new precision biomarkers that adresses several unmet medical needs, by making  the most of cardiovascular imaging data. Starting off in cardiovascular prevention, we use our cutting-edge technology  for a variety of other clinical areas with the mission to transform and save patients ‘s lives	-
C - Indéterminé	0	buster.ai	https://www.buster.ai	2019	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	At Buster.Ai, we're committed to combating misleading, toxic, and deepfake content through the power of Generative AI.	-
C - Indéterminé	0	Call Desk	www.calldesk.fr/	2013	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Traitez tous vos appels entrants, augmentez votre satisfaction client, réduisez de moitié vos coûts opérationnels.	-
C - Indéterminé	0	citalid cybersecurity	https://citalid.com/	2017	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Citalid's cyber risk quantification platform enables Enterprises and Insurers to make enlightened decisions about the risks they face. Our advanced technology assesses the likelihood and financial impact of the cyber threats you face, in a simple and dynamic way. Then, we make this knowledge actionable by automatically generating tailored security and insurance recommendations, and simulating their return on investment.	-
C - Indéterminé	0	Fragment	https://checkfragment.com/	2023	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Add human supervision to automated processes	-
C - Indéterminé	0	Duoverse	https://www.duoverse.ai	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Crafting bespoke digital twins to optimize performance and sustainability with frugal AI and scientific expertise	-
C - Indéterminé	0	Alan	https://alan.com/	2016	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Alan est le partenaire santé qui assure, prévient et accompagne au quotidien.	-
C - Indéterminé	0	Beedeez	www.beedeez.com/fr	2018	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Beedeez, le LMS des équipes terrain : une plateforme de formation connectée, pensée pour les réalités du terrain, avec une IA métier et un savoir vivant qui circule, renforce les compétences et transforme la performance.	-
C - Indéterminé	0	Continuity	https://www.continuity-tech.ai/	2019	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI-powered risk detection for P&amp;C commercial lines	-
C - Indéterminé	0	Artcare	www.artcare.eu	2021	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Artcare est un start up spécialisée dans la génération d’assets créatifs haut de gamme grâce à l’IA, spécialisé dans le mode et le luxe.
Nous produisons des contenus visuels et textuels d’un niveau éditorial, à la fois rapides à produire, modulables et parfaitement alignés sur l’identité de marque.	-
C - Indéterminé	0	Deepki	https://www.deepki.com/	2014	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Deepki a développé une plateforme ESG offrant une solution complète aux acteurs de l’immobilier, reposant sur l’exploitation de leurs données pour les accompagner dans leur transition net zéro et la mise en œuvre de trajectoires de décarbonation.	-
C - Indéterminé	0	Foobot (EnergyWise SAS)	https://foobot.io	2022	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Foobot optimise l’efficacité énergétique de vos bâtiments tertiaires sans travaux ni investissement lourd. Notre IA agit comme un expert CVC disponible 24/7, ajustant en continu les paramètres de chauffage, climatisation et ventilation, en préservant le confort et la température idéale.	-
C - Indéterminé	0	Greenly	https://greenly.earth/fr-fr	2019	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	Greenly makes carbon accounting and sustainability reporting precise and intuitive for your company, allowing you to fast-track you transition towards net-zero-carbon economy. The platform enables your company to measure, monitor, reduce and offset your carbon footprint in line with international carbon accounting standards such as the GHG Protocol. We help you better engage your ecosystem, from employees to suppliers, on their climate journey. Greenly helps you roll-out a comprehensive reduction strategy in line with SBTI.Greenly’s sustainability AI helps you comply with CSRD more easily : upload all your sustainability documents and initiatives to conduct your double materiality assessment and gap analysis more easily, report on all your ESRS. Greenly’s technology streamlines data collection &amp; carbon analytics through integrations with over 100 enterprise softwares, including accounting, travel, cloud data, electricity vendors etc. Greenly partners with consultancies to help them scale carbon accounting and support wider climate ESG strategies, including CSRD roll-out.	-
C - Indéterminé	0	Hopia	https://hopia.eu/	2021	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	AI-powered automated scheduling for healthcare professionals	-
C - Indéterminé	0	Inato	https://inato.com/	2016	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	AI-powered  patient  recruitment	-
C - Indéterminé	0	Allo-media	https://www.allo-media.net/	2011	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Speech Processing for a better Customer Experience	-
C - Indéterminé	0	calmedica	https://www.calmedica.com/	2013	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Calmedica propose des outils électroniques interactifs de prise en charge et de suivi médical reposant sur les nouvelles technologies de communication.	-
C - Indéterminé	0	Collaterize	https://collaterize.com/	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Through tokenization, Collaterize transforms asset liquidity, making it faster, more open, and transparent. Our solutions simplify the global distribution of assets, ensuring a seamless and secure experience. Join us in creating a fairer and more open financial world.	-
C - Indéterminé	0	DataedTechnologies	https://www.rakoono.com	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Rakoono transforme les contenus de formation professionnelle en un coach personnalisé pour assurer la montée en compétence de chaque apprenant.	-
C - Indéterminé	0	DeepReach	http://www.deepreach.com	2017	J'ai intégré l'IA pour améliorer mon produit	Île-de-France	The adtech for local campaigns	-
C - Indéterminé	0	Examino	https://examino.ai/fr	2025	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Examino est un assistant de correction de copies manuscrites par IA. Adapté à tous les niveaux d'enseignement et toutes les disciplines. L’application permet de scanner rapidement les copies manuscrites des élèves et d’obtenir des notes et des appréciations précises pour chaque question.	-
C - Indéterminé	0	GATEWATCHER	http://gatewatcher.com	2015	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	First breach detection system, detecting the most crafted threats and cyberattacks	-
C - Indéterminé	0	Heuritech	https://heuritech.com/	2013	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Heuritech permet aux marques de quantifier et prédire ce que les consommateurs portent grâce à une IA propriétaire de reconnaissance visuelle. Premier lauréat du prix d'Innovation LVMH, sa plateforme SaaS analyse 3 millions d’images postées par jour.	+2 reconnaissance; -1 saas; -1 plateforme saas
C - Indéterminé	0	Feedier	www.feedier.ai	2020	L'IA est indispensable au fonctionnement de mon produit	Hauts-de-France	Analyste IA qui transforme les verbatims et données clients en insights clairs et actionnables. Notre technologie analyse à grande échelle, explique les causes réelles et aide les équipes CX à décider plus vite, sans analyse manuelle.	-
C - Indéterminé	0	Alteia	https://alteia.com/	2018	L'IA est indispensable au fonctionnement de mon produit	Occitanie	Alteia, spécialisée en analyse visuelle et IA, propose une plateforme centralisant et exploitant des données visuelles et opérationnelles. Ses outils aident les organisations à optimiser leurs opérations et améliorer la prise de décision.	-
C - Indéterminé	0	Freeda	https://www.freeda.so/	2024	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Freeda vérifie la conformité des projets de construction grâce à l'intelligence artificielle. Nous analysons les plans architecturaux et les confrontons aux codes du bâtiment, normes de marque et réglementations en vigueur	-
C - Indéterminé	0	biboard	https://biboard.fr/	2007	J'ai intégré l'IA pour améliorer mon produit	Auvergne-Rhône-Alpes	Nous sommes un éditeur français de solutions de Business Intelligence et datavisualisation, fondé en 2007 à Grenoble.	-
C - Indéterminé	0	IDA	www.ida.eu/	2022	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	IDA is an AI-powered software solution specifically designed for the fresh produce industry, focusing on optimizing ordering processes and reducing food waste. The platform consolidates offerings from purchase centers, wholesalers, and local suppliers into a centralized system, using artificial intelligence to generate intelligent order proposals based on factors like seasonality and weather. With a mission to eliminate food waste in distribution, the company aims to prevent over 1,500 tons of fresh produce waste by 2025 through its innovative ordering and inventory management technology.	-
C - Indéterminé	0	Datapred SAS	www.datapred.com	2014	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Datapred SAS distribue une IA aidant les acheteurs de commodités (matières premières, énergie, ...) à optimiser leurs stratégies d'achat, de couverture et d'investissement, pour des décisions contrôlées, transparentes et des gains significatifs.	-
C - Indéterminé	0	askR.ai	https://en.askr.ai/	2017	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	askR.ai is the first Business Intelligence conversational interface which allows you to ask your business questions in natural language on your company's data. AskR answers you with the right chart or with the right table and allows you to literally chat with the data of your company.	-
C - Indéterminé	0	CRYPTOR STUDIO	www.cryptorsinthecity.com	2023	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Cryptors in the City est une expérience de valorisation du patrimoine utilisant des œuvres de street art, le jeu vidéo et l'I.A. pour (re)donner vie aux grandes figures historiques et naturelles d'une ville, afin d’en raconter tous les secrets aux touristes de toutes les générations.	-
C - Indéterminé	0	deep talk	https://deep-talk.ai	2020	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Deep Talk uses artificial intelligence to understand consumers and employees, transforming people's multiple communication channels into real-time analytics and actions.	-
C - Indéterminé	0	Anatoscope	https://www.anatoscope.com/	2015	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	Develop software solutions to automatically build and simulate 3D digital twin based on medical images of patients	-
C - Indéterminé	0	Foodvisor	https://www.foodvisor.io/fr/	2015	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Chez Foodvisor, nous construisons l'avenir de la nutrition personnalisée. Pour chacun de nos utilisateurs, nous proposons un accompagnement sur-mesure. Nos programmes sont créés par des nutritionnistes et basés sur la science cognitive afin de permettre des changements de mode de vie durables. Grâce à notre technologie unique d'intelligence artificielle, nous apprenons ce qui fonctionne le mieux pour chaque utilisateur en fonction de son profil, afin de l'aider à atteindre son objectif de santé et de bien-être.	-
C - Indéterminé	0	hello birdie	http://www.hello-birdie.com	2017	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Hello birdie is the most advanced data-driven mobile technology for golfers.	-
C - Indéterminé	0	Araïko (Cynapps)	http://araiko.ai	2019	L'IA est indispensable au fonctionnement de mon produit	Auvergne-Rhône-Alpes	Notre mission ? Rendre l'IA accessible en plaçant l'humain au centre de tous nos projets.	-
C - Indéterminé	0	ARY SAS	www.ary.eu	2022	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	ARY est une solution innovante de visualisation en réalité augmentée, offrant une expérience immersive simple et attrayante, qui engage les clients dans le processus d’achat directement depuis leur téléphone/tablette	-
C - Indéterminé	0	Asgard.ai	https://asgard.ai/	2019	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Asgard helps B2B companies identify buying intents in order to target the prospects who will be the most receptive to their value proposition and engage them at the right time	-
C - Indéterminé	0	Auxilia	https://www.auxilia-tech.com/	2020	J'ai intégré l'IA pour améliorer mon produit	Provence-Alpes-Côte d'Azur	Giving experience, simplifies outreach and provides greater organizational transparency– enabling nonprofits to shift their attention back to where it matters most	-
C - Indéterminé	0	Fluiidd	https://fluiidd.com	2023	L'IA est indispensable au fonctionnement de mon produit	Provence-Alpes-Côte d'Azur	Visualize and anticipate defects inside industrial pipelines	-
C - Indéterminé	0	CareLine Solutions	https://careline.fr	2018	J'ai intégré l'IA pour améliorer mon produit	Nouvelle-Aquitaine	Startup issue de l’IHU LIRYC, CareLine Solutions développe un dispositif médical numérique pour améliorer la prise en charge à distance des patients insuffisants cardiaques en utilisant les possibilités offertes par l’intelligence artificielle.	-
C - Indéterminé	0	FLIM	http://flim.ai	2020	L'IA est indispensable au fonctionnement de mon produit	Île-de-France	Access the largest image searchable database on the internet, efficiently find perfect visuals using AI-powered tools and filters, and sharpen searches for specific time periods, shot types, and color palettes	-
C - Indéterminé	0	BforeAI	www.bfore.ai	2020	L'IA est indispensable au fonctionnement de mon produit	Occitanie	Cybersecurité predictive : identifier les attaques avant que la premiere victime soit faite.	-
C - Indéterminé	0	BrightClue	http://brightclue.com	2020	L'IA est indispensable au fonctionnement de mon produit	Bretagne	Design, engineer and price your 3D parts the first time, at the lowest cost	-
C - Indéterminé	0	DeepHawk	https://www.deephawk.ai/	2022	L'IA est indispensable au fonctionnement de mon produit	Bretagne	DeepHawk is a Next Generation AI, delivering the best performance for visual quality control to industrial manufacturers. Ask for information and demo on www.DeepHawk.ai, or contact@deephawk.ai	-
C - Indéterminé	0	by solutions	https://www.profitintelligence.net/	2015	L'IA est indispensable au fonctionnement de mon produit	Occitanie	Thanks to more than 30 years experience, at BY Solutions we deliver a unique and innovative solution to optimise your hotel’s profits and revenues called Profit Intelligence, designed by Hoteliers for Hoteliers!	-
C - Indéterminé	0	Candy Voice	https://candyvoice.com/	2015	L'IA est indispensable au fonctionnement de mon produit	Grand Est	Expert in Digital Voice Processing, CandyVoice has developed an unique in the world software of Real Time Voice Imitation that allows to clone human voices, and to customise any TTS’s voice of any voice-based product and service.	-
C - Indéterminé	0	HABS	www.habs.ai/	2014	L'IA est indispensable au fonctionnement de mon produit	Grand Est	Startup neurotech analysant les ondes cérébrales via EEG. Son IA crée des solutions de cybersécurité, santé et interfaces cognitives non intrusives.	-
