Catégorie	Startup	Tier	Région	Titre du poste	Lien offre	Tech startup	Site startup
Autre	tchek	A	Provence-Alpes-Côte d'Azur	Aperçu des fonctionnalités de l’IAObtenez un aperçu de toutes les fonctionnalités de la technologie Alto AI.	https://www.tchek.ai/fr/technology	deep learning, vision par ordinateur	https://www.tchek.ai/
Autre	tchek	A	Provence-Alpes-Côte d'Azur	Tchek Fleet ManagementInspect fleets faster, improve consistency, and control costs with AI	https://www.tchek.ai/fr/solution/car-fleet	deep learning, vision par ordinateur	https://www.tchek.ai/
Data	BatvoiceAI	A	Île-de-France	- Les données Cloud sont traitées en Union Européenne conformément au RGPD.	https://www.batvoice.com/challenges/ventes	NLP, traitement du langage, speech-to-text, reconnaissance vocale	https://www.batvoice.com/
Data	Footovision	A	Île-de-France	Offres d’emploi Analyste	https://fr.linkedin.com/jobs/analyste-emplois?trk=organization_guest_linkster_link	computer vision, computer-vision	https://www.footovision.com
Data	Footovision	A	Île-de-France	Offres d’emploi Analyste 3 411 postes à pourvoir	https://fr.linkedin.com/jobs/analyste-emplois?trk=organization_guest-browse_jobs	computer vision, computer-vision	https://www.footovision.com
Data	Footovision	A	Île-de-France	Offres d’emploi Analyste quantitatif	https://fr.linkedin.com/jobs/analyste-quantitatif-emplois?trk=organization_guest_linkster_link	computer vision, computer-vision	https://www.footovision.com
Data	Illuin Technology	A	Île-de-France	Data Engineering	https://www.illuin.tech/conseil-services/realisations-tech-sur-mesure/data-engineering/	traitement du langage, R&D, data science, MLOps	https://www.illuin.tech
Data	Qynapse	A	Île-de-France	cookielawinfo-checkbox-analytics	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste	https://www.linkedin.com/jobs/analyst-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste 694 057 postes à pourvoir	https://www.linkedin.com/jobs/analyst-jobs?trk=organization_guest-browse_jobs	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste Quantitatif Senior	https://www.linkedin.com/jobs/senior-quantitative-analyst-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste de capital	https://www.linkedin.com/jobs/capital-analyst-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste de données	https://www.linkedin.com/jobs/data-analyst-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste des investissements	https://www.linkedin.com/jobs/investment-analyst-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste quantitatif	https://www.linkedin.com/jobs/quantitative-analyst-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Analyste quantitatif 19 570 postes à pourvoir	https://www.linkedin.com/jobs/quantitative-analyst-jobs?trk=organization_guest-browse_jobs	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	crunch dao	A	Île-de-France	Offres d’emploi Ingénieur de données	https://www.linkedin.com/jobs/data-engineer-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Data	kentyou	B	Auvergne-Rhône-Alpes	Data Analyst	https://kentyou.com/2023/08/07/data-analyst/	researcher, R&D, open-source, data scientist	https://kentyou.com/
Dev / Engineering	(E-)PEAK PEOPLE HR	A	Île-de-France	Accompagnez et suivez vos talents dans leur développement professionnel.	https://www.peakpeople-hr.com/talents/	machine learning, NLP, data science	https://www.peakpeople-hr.com/fr/
Dev / Engineering	Adaptive ML	A	Île-de-France	Business Development Representative, Enterprise	https://jobs.ashbyhq.com/adaptive-ml/393736af-8236-4635-b027-5a4f64ca9aa2	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
Dev / Engineering	Adaptive ML	A	Île-de-France	DevOps Engineer, Deployment	https://jobs.ashbyhq.com/adaptive-ml/11afceae-700f-4e7c-a3e5-a0fa5fe8b785	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
Dev / Engineering	Adaptive ML	A	Île-de-France	Software Engineer, Distributed Systems	https://jobs.ashbyhq.com/adaptive-ml/8d37406e-1de2-4114-bc97-9b00ed123e24	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
Dev / Engineering	Adaptive ML	A	Île-de-France	Software Engineer, GPU Performance	https://jobs.ashbyhq.com/adaptive-ml/e82b0d9b-5089-48de-8c8a-6dbd1b9044fe	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
Dev / Engineering	Akur8	B	Île-de-France	AriusReview losses and unpaid claim liabilities	https://www.akur8.com/reserving/arius	machine learning	https://www.akur8.com
Dev / Engineering	Akur8	B	Île-de-France	Engineering3 open positions	https://www.akur8.com/teams/engineering	machine learning	https://www.akur8.com
Dev / Engineering	Akur8	B	Île-de-France	Webinar replaysWatch the replay of our latest events and webinars.	https://www.akur8.com/resources/webinars	machine learning	https://www.akur8.com
Dev / Engineering	Astriis	B	Auvergne-Rhône-Alpes	Développeur Fullstack Senior 1 poste ouvert Grenoble Développeur Fullstack Senior 22/01/2024 13:39:48	https://www.astriis.com/fr/jobs/detail/developpeur-fullstack-senior-1	machine learning	https://www.astriis.com
Dev / Engineering	Bondzai	A	Occitanie	Engineering: Embedded Software Engineer	https://www.bondzai.io/2022/04/27/engineering-embedded-software-engineer/	machine learning, deep learning, MLOps	https://www.bondzai.io
Dev / Engineering	Callifly	B	Occitanie	//# sourceURL=elementor-frontend-js-before	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Dev / Engineering	Callifly	B	Occitanie	//# sourceURL=elementor-pro-frontend-js-before	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Dev / Engineering	Callifly	B	Occitanie	//# sourceURL=tve-dash-frontend-js-extra	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
Dev / Engineering	Celest.Science	A	Occitanie	.hide-mobile-landscape{	https://www.celest.science/contact	machine learning, deep learning	https://www.celest.science
Dev / Engineering	Celest.Science	A	Occitanie	.hide-mobile{	https://www.celest.science/contact	machine learning, deep learning	https://www.celest.science
Dev / Engineering	Dasia	A	Île-de-France	//# sourceURL=elementor-frontend-js-before	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
Dev / Engineering	Dasia	A	Île-de-France	//# sourceURL=elementor-pro-frontend-js-before	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
Dev / Engineering	Dasia	A	Île-de-France	gtag("set", "developer_id.dZTNiMT", true);	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
Dev / Engineering	Dasia	A	Île-de-France	var uicore_frontend = {'back':'Dos', 'rtl' : '','mobile_br' : '1025'};	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
Dev / Engineering	DeepHawk	B	Bretagne	BackEnd Developer, France	https://deephawk.ai/temp/backend-developer-france-2/	machine learning	https://www.deephawk.ai/
Dev / Engineering	DeepHawk	B	Bretagne	Deployement Engineer, France	https://deephawk.ai/temp/deployment-engineer-france/	machine learning	https://www.deephawk.ai/
Dev / Engineering	DeepHawk	B	Bretagne	Deployement Engineer, Germany	https://deephawk.ai/temp/deployment-engineer-germany/	machine learning	https://www.deephawk.ai/
Dev / Engineering	DeepHawk	B	Bretagne	Deployement Engineer, USA	https://deephawk.ai/temp/deployment-engineer-north-america/	machine learning	https://www.deephawk.ai/
Dev / Engineering	DeepHawk	B	Bretagne	FrontEnd Developer, France	https://deephawk.ai/temp/frontend-developer-france/	machine learning	https://www.deephawk.ai/
Dev / Engineering	DeepHawk	B	Bretagne	Solution Engineer, France	https://deephawk.ai/temp/solution-engineer-lead-france/	machine learning	https://www.deephawk.ai/
Dev / Engineering	DeepHawk	B	Bretagne	Solution Engineer, Germany	https://deephawk.ai/temp/solution-engineer-lead-germany/	machine learning	https://www.deephawk.ai/
Dev / Engineering	DeepHawk	B	Bretagne	Solution Engineer, USA	https://deephawk.ai/temp/backend-developer-france/	machine learning	https://www.deephawk.ai/
Dev / Engineering	Energiency	B	Bretagne	Software	https://www.energiency.com/our-offer/software/	data science	https://www.energiency.com
Dev / Engineering	Flex.ai	B	Île-de-France	Solutions for Developers	https://www.flex.ai/blueprints	fine-tuning, GPU, inference	https://www.flex.ai/
Dev / Engineering	Flex.ai	B	Île-de-France	Soutions for Developers	https://www.flex.ai/blueprints	fine-tuning, GPU, inference	https://www.flex.ai/
Dev / Engineering	GRADIUM	B	Auvergne-Rhône-Alpes	Developer Relations	https://gradium.ai/about/careers	inference, speech-to-text	https://gradium.ai/
Dev / Engineering	GRADIUM	B	Auvergne-Rhône-Alpes	Developer Relations Engineer	https://gradium.ai/about/careers	inference, speech-to-text	https://gradium.ai/
Dev / Engineering	GRADIUM	B	Auvergne-Rhône-Alpes	Engineering	https://gradium.ai/about/careers	inference, speech-to-text	https://gradium.ai/
Dev / Engineering	GRADIUM	B	Auvergne-Rhône-Alpes	GTM Engineer	https://gradium.ai/about/careers	inference, speech-to-text	https://gradium.ai/
Dev / Engineering	GRADIUM	B	Auvergne-Rhône-Alpes	Software Engineer	https://gradium.ai/about/careers	inference, speech-to-text	https://gradium.ai/
Dev / Engineering	Giskard AI	A	Île-de-France	Business Development Representative - EMEA marketFull-TimeParisA few days at home	https://www.welcometothejungle.com/en/companies/giskard/jobs/business-development-representative-emea-market_paris	regression, annotation, dataset, open-source	https://www.giskard.ai/
Dev / Engineering	Giskard AI	A	Île-de-France	Meet Bazire, Staff Software Engineer	https://www.welcometothejungle.com/en/companies/giskard#asset-modal-1159611	regression, annotation, dataset, open-source	https://www.giskard.ai/
Dev / Engineering	Gladia	B	Bretagne	Front End Software EngineerFull-TimeParisA few days at home	https://www.welcometothejungle.com/en/companies/gladia/jobs/front-end-software-engineer_paris	fine-tuning, open-source, speech-to-text	https://www.gladia.io/
Dev / Engineering	Gladia	B	Bretagne	Meet Sami, Head of Engineering	https://www.welcometothejungle.com/fr/companies/gladia#asset-modal-746180	fine-tuning, open-source, speech-to-text	https://www.gladia.io/
Dev / Engineering	HyLight	B	Île-de-France	System Engineer	https://hylight.aero/careers	lidar	http://hylight.aero
Dev / Engineering	Illuin Technology	A	Île-de-France	Mobilisez les étudiants de CentraleSupélec pour développer votre MVP en 7 semaines	https://www.illuin.tech/conseil-services/open-innovation/prototypage-paris-digital-lab/	traitement du langage, R&D, data science, MLOps	https://www.illuin.tech
Dev / Engineering	Illuin Technology	A	Île-de-France	Software Engineering	https://www.illuin.tech/conseil-services/realisations-tech-sur-mesure/software-engineering/	traitement du langage, R&D, data science, MLOps	https://www.illuin.tech
Dev / Engineering	Koyeb	A	Île-de-France	Senior Frontend Engineer	https://www.koyeb.com/careers	fine-tuning, GPU, inference, embedding	http://koyeb.com
Dev / Engineering	Koyeb	A	Île-de-France	Senior Fullstack Engineer	https://www.koyeb.com/careers	fine-tuning, GPU, inference, embedding	http://koyeb.com
Dev / Engineering	Koyeb	A	Île-de-France	Software Engineer - Infrastructure & Site Reliability Engineering	https://www.koyeb.com/careers	fine-tuning, GPU, inference, embedding	http://koyeb.com
Dev / Engineering	Koyeb	A	Île-de-France	Software Engineer - Team, Billing & Orchestration	https://www.koyeb.com/careers	fine-tuning, GPU, inference, embedding	http://koyeb.com
Dev / Engineering	Koyeb	A	Île-de-France	We're looking for our first core engineers to build the platform's future.	https://www.koyeb.com/careers	fine-tuning, GPU, inference, embedding	http://koyeb.com
Dev / Engineering	Lipstip	B	Nouvelle-Aquitaine	Full STACK DEVELOPER	https://www.lipstip.com/full-stack-developer/	researcher	https://www.lipstip.com
Dev / Engineering	Lucky cart	A	Île-de-France	.nav_dropdown_link.is-mobile:hover {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Dev / Engineering	Lucky cart	A	Île-de-France	.nav_wrap.is-mobile .nav_dropdown_component > .nav_dropdown_main_wrap,	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Dev / Engineering	Lucky cart	A	Île-de-France	.nav_wrap.is-mobile [data-open-on-mobile] > .w-dropdown-list {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Dev / Engineering	Lucky cart	A	Île-de-France	.nav_wrap.is-mobile [data-open-on-mobile] > .w-dropdown-toggle {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Dev / Engineering	Lucky cart	A	Île-de-France	/* open dropdown on mobile */	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Dev / Engineering	Lucky cart	A	Île-de-France	/* reveal mobile menu backdrop on menu open */	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Dev / Engineering	Lucky cart	A	Île-de-France	window.axeptioSettings = {	https://www.luckycart.com/vos-challenges/portfolio-opportunities	machine learning, data scientist, data science	https://www.luckycart.com/
Dev / Engineering	Neuralk-AI	A	Île-de-France	Video tutorialsWatch the replays of our latest webinars & tutorials.	https://www.neuralk-ai.com/webinars	machine learning, embedding, regression, open-source, data science	https://www.neuralk-ai.com
Dev / Engineering	Neuranest Technologies	A	Île-de-France	Développement Personnel	https://stewdy.com/category/developpement-personnel/	machine learning, réseaux de neurones, entraîné, chercheur	https://www.stewdy.com
Dev / Engineering	One Biosciences	A	Île-de-France	April, 06, 2023 One Biosciences’ Single Cell Data Mining Algorithm “MAYA” Featured in Nature Communications	https://onebiosciences.fr/content/uploads/2023/04/230406-OBS-MAYA-Nature-Comms-release.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	One Biosciences	A	Île-de-France	Home Biosciences	https://homebiosciences.com/	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	One Biosciences	A	Île-de-France	July, 17, 2025 One Biosciences Announces €15 Million Series A Financing to Advance Clinical Single Cell Profiling	https://onebiosciences.fr/content/uploads/2025/07/PR-One-Biosciences-series-A.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	One Biosciences	A	Île-de-France	July, 22, 2020 Home Biosciences and Institut Curie announce creation of One Biosciences	https://onebiosciences.fr/content/uploads/2020/07/PR-One-Biosciences-FINAL-for-release.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	One Biosciences	A	Île-de-France	March, 27, 2024 One Biosciences Welcomes Dr. Scott Braunstein and Dr. Vincent Miller to its Board of Directors	https://onebiosciences.fr/content/uploads/2024/03/2024-03-27-Home-Bio-Dr-Scott-Braunstein-Dr-Vincent-Miller-Join-BoD-FINAL.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	One Biosciences	A	Île-de-France	March, 28, 2021 Institut Curie: an original integrated model for start-up incubation, focus on One Biosciences	https://onebiosciences.fr/content/uploads/2021/04/DP_InstitutCurie_IncubationStartUp.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	One Biosciences	A	Île-de-France	September, 13, 2022 One Biosciences initiates LARYCARE clinical study, its second discovery program	https://onebiosciences.fr/content/uploads/2022/09/220913-One-Biosciences-initiates-LARYCARE.pdf	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	One Biosciences	A	Île-de-France	contact@onebiosciences.fr	https://mailto:contact@onebiosciences.fr	machine learning, NLP, PhD	https://www.onebiosciences.fr
Dev / Engineering	PROPHESEE	A	Île-de-France	Software	https://www.prophesee.ai/metavision-sdk-pro/	computer vision, computer-vision	https://www.prophesee.ai
Dev / Engineering	Qynapse	A	Île-de-France	$(this).parents(".mobile_nav").trigger("click");	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Dev / Engineering	Qynapse	A	Île-de-France	top_level_link = ".et_mobile_menu .menu-item-has-children > a";	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Dev / Engineering	Qynapse	A	Île-de-France	var $menu = $(".et_mobile_menu"),	https://qynapse.com/careers/	PhD, researcher, labeling, dataset	https://qynapse.com/
Dev / Engineering	Realytics	A	Île-de-France	Développement international	https://www.realytics.io/fr/offre-emploi-realytics/	machine learning, data scientist	https://www.realytics.io/fr/
Dev / Engineering	SAHAR	B	Île-de-France	Développeur/Développeuse Front-end Engineering &middot; Paris &middot; Hybride	https://jobs.sahar.fr/jobs/5641958-developpeur-developpeuse-front-end	deep learning, clustering	https://sahar.fr/
Dev / Engineering	SAHAR	B	Île-de-France	Senior Backend Engineer - Tech Lead (Python) F/H - Paris Engineering &middot; Paris &middot; Hybride	https://jobs.sahar.fr/jobs/5912682-senior-backend-engineer-tech-lead-python-f-h-paris	deep learning, clustering	https://sahar.fr/
Dev / Engineering	Sightengine	A	Île-de-France	Back-end or Front-end Developer (Intern)Open now Remote Tech Internship	https://sightengine.com/careers#position121	fine-tuning, proprietary tech	https://sightengine.com/
Dev / Engineering	Sightengine	A	Île-de-France	Front-end DeveloperOpen now Remote Tech Full time	https://sightengine.com/careers#position6	fine-tuning, proprietary tech	https://sightengine.com/
Dev / Engineering	Sightengine	A	Île-de-France	Full stack DeveloperOpen now Remote or Hybrid (France) Tech Full time	https://sightengine.com/careers#position5	fine-tuning, proprietary tech	https://sightengine.com/
Dev / Engineering	Sipearl	B	Île-de-France	[CDI Compiler engineer Performance Engineering &middot; Multiple locations &middot; Hybrid	https://careers.sipearl.com/jobs/3333621-cdi-compiler-engineer	GPU, inference	https://www.sipearl.com
Dev / Engineering	Sipearl	B	Île-de-France	[CDI] Ingénieur vérification Senior SoC & IP engineering &middot; Multiple locations &middot; Hybrid	https://careers.sipearl.com/fr/jobs/6366220-cdi-ingenieur-verification-senior	GPU, inference	https://www.sipearl.com
Dev / Engineering	Sipearl	B	Île-de-France	[CDI] Linux Kernel Engineer Performance Engineering &middot; Multiple locations &middot; Hybrid	https://careers.sipearl.com/jobs/3097686-cdi-linux-kernel-engineer	GPU, inference	https://www.sipearl.com
Dev / Engineering	Sipearl	B	Île-de-France	[CDI] Senior CAD flow engineer CAD Flow & Methodology DevOps &middot; Multiple locations &middot; Hybrid	https://careers.sipearl.com/jobs/4528476-cdi-senior-cad-flow-engineer	GPU, inference	https://www.sipearl.com
Dev / Engineering	Sipearl	B	Île-de-France	[CDI] Senior software architect Architecture &middot; Multiple locations &middot; Hybrid	https://careers.sipearl.com/jobs/7182840-cdi-senior-software-architect	GPU, inference	https://www.sipearl.com
Dev / Engineering	Sipearl	B	Île-de-France	[CDI] Senior verification engineer SoC & IP engineering &middot; Multiple locations &middot; Temporarily Remote	https://careers.sipearl.com/jobs/6531642-cdi-senior-verification-engineer	GPU, inference	https://www.sipearl.com
Dev / Engineering	Sipearl	B	Île-de-France	[CDI] Test & Validation engineer System validation &middot; Multiple locations &middot; Hybrid	https://careers.sipearl.com/jobs/7173295-cdi-test-validation-engineer	GPU, inference	https://www.sipearl.com
Dev / Engineering	Stellia	B	Île-de-France	Stage Développeur JavaScript BackendFranceIntern	https://stellia.ai/en/careers/stage-developpeur-javascript-backend	notre modèle, entraîné	https://www.stellia.ai
Dev / Engineering	Timelight	B	Île-de-France	Développeurs	https://api.app.timelight.tech/	machine learning	https://timelight.tech/
Dev / Engineering	Timelight	B	Île-de-France	Stage Développeur Javascript Full Stack	https://www.iledefrance.fr/stage-developpeur-javascript-full-stack-fh	machine learning	https://timelight.tech/
Dev / Engineering	Trezy	B	Île-de-France	Best Cash Flow Software 2026	https://www.trezy.io/best-cash-flow-software-2026	machine learning, OCR	https://www.trezy.io/
Dev / Engineering	Trezy	B	Île-de-France	SaaS Monitor MRR, track churn impact, and model runway scenarios for sustainable growth. Learn more →	https://www.trezy.io/cashflow-for-saas	machine learning, OCR	https://www.trezy.io/
Dev / Engineering	ULEX	B	Auvergne-Rhône-Alpes	Développement &#038; intégration	https://www.voxibot.ai/ai-plateforme/developpement-integration/	traitement du langage, reconnaissance vocale	https://www.voxibot.ai/
Dev / Engineering	VizioSense	A	Hauts-de-France	&copy; 2022 by VizioSense	https://www.viziosense.com/careers	computer vision, edge AI, labeling, computer-vision	https://www.viziosense.com/
Dev / Engineering	VizioSense	A	Hauts-de-France	Careers | Viziosense	https://www.viziosense.com/careers	computer vision, edge AI, labeling, computer-vision	https://www.viziosense.com/
Dev / Engineering	VizioSense	A	Hauts-de-France	const externalRegistryPromise = new Promise((r) => window.resolveExternalsRegistryPromise = r)	https://www.viziosense.com/careers	computer vision, edge AI, labeling, computer-vision	https://www.viziosense.com/
Dev / Engineering	VizioSense	A	Hauts-de-France	window.resolveExternalsRegistryPromise = null	https://www.viziosense.com/careers	computer vision, edge AI, labeling, computer-vision	https://www.viziosense.com/
Dev / Engineering	Wakeo	B	Île-de-France	International Sales Development Representative (M/F)	https://www.welcometothejungle.com/fr/companies/wakeo/jobs/international-sales-development-representative-m-f_paris_WAKEO_2Ak8aqO	machine learning	http://wakeo.co
Dev / Engineering	WeDiagnostiX	B	Île-de-France	1. Importez vos radios	https://wediagnostix.ai/	réseaux de neurones, entraîné	https://wediagnostix.ai
Dev / Engineering	WeDiagnostiX	B	Île-de-France	Profitez pleinement de vos radios	https://wediagnostix.ai/	réseaux de neurones, entraîné	https://wediagnostix.ai
Dev / Engineering	crunch dao	A	Île-de-France	OTELY Services de restauration mobile Paris, Île-de-France	https://fr.linkedin.com/company/otely?trk=similar-pages	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Dev / Engineering	crunch dao	A	Île-de-France	Offres d’emploi Développement de produit 39 181 postes à pourvoir	https://www.linkedin.com/jobs/product-development-specialist-jobs?trk=organization_guest-browse_jobs	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Dev / Engineering	crunch dao	A	Île-de-France	Offres d’emploi Développeur	https://www.linkedin.com/jobs/developer-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Dev / Engineering	crunch dao	A	Île-de-France	Offres d’emploi Développeur Python	https://www.linkedin.com/jobs/python-developer-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Dev / Engineering	crunch dao	A	Île-de-France	Offres d’emploi Développeur Python 46 642 postes à pourvoir	https://www.linkedin.com/jobs/python-developer-jobs?trk=organization_guest-browse_jobs	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Dev / Engineering	crunch dao	A	Île-de-France	Offres d’emploi Développeur projets	https://www.linkedin.com/jobs/project-developer-jobs?trk=organization_guest_linkster_link	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Dev / Engineering	crunch dao	A	Île-de-France	Zama Développement de logiciels	https://fr.linkedin.com/company/zama-ai?trk=similar-pages	machine learning, computer vision, researcher, open-source, data scientist, computer-vision	https://www.crunchdao.com/
Dev / Engineering	dust	B	Île-de-France	Developer Platform	https://dust.tt/home/solutions/dust-platform	model training	https://dust.tt/
Dev / Engineering	dust	B	Île-de-France	Dust for Engineers	https://dust.tt/home/solutions/engineering	model training	https://dust.tt/
Dev / Engineering	dust	B	Île-de-France	Engineering	https://dust.tt/home/solutions/engineering	model training	https://dust.tt/
Dev / Engineering	kentyou	B	Auvergne-Rhône-Alpes	Full-Stack Developer	https://kentyou.com/2023/08/07/full-stack-developer/	researcher, R&D, open-source, data scientist	https://kentyou.com/
Dev / Engineering	kentyou	B	Auvergne-Rhône-Alpes	Java Developer and Platform Engineer	https://kentyou.com/2021/08/20/java-developer/	researcher, R&D, open-source, data scientist	https://kentyou.com/
IA / ML / Data Science	Adaptive ML	A	Île-de-France	AI Engineer	https://jobs.ashbyhq.com/adaptive-ml/3b42723c-2319-41d5-8bf3-568fde7789dd	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
IA / ML / Data Science	Adaptive ML	A	Île-de-France	AI Engineer, Pre-Sales	https://jobs.ashbyhq.com/adaptive-ml/b3e24d44-d30b-4966-8267-5dff8bb6a290	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
IA / ML / Data Science	Adaptive ML	A	Île-de-France	Software Engineer, SDK & ML Developer Experience	https://jobs.ashbyhq.com/adaptive-ml/8d711b59-f384-4471-a0e8-73b803826414	reinforcement learning, fine-tuning, inference	https://www.adaptive-ml.com/
IA / ML / Data Science	AfterData	A	Île-de-France	LCB-FT / AML	https://www.afterdata.com/lcb-ft-2/	machine learning, data scientist	https://www.afterdata.com/
IA / ML / Data Science	AfterData	A	Île-de-France	LCB-FT AML : Toute l’actualité	https://www.afterdata.com/lcb-ft/	machine learning, data scientist	https://www.afterdata.com/
IA / ML / Data Science	Ai For Alpha	A	Île-de-France	Head of Research & Board Member	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
IA / ML / Data Science	Ai For Alpha	A	Île-de-France	Quantitative Researcher	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
IA / ML / Data Science	Ai For Alpha	A	Île-de-France	Quantitative Researcher Intern	https://www.aiforalpha.com/careers	machine learning, researcher, R&D, data scientist, data science	https://www.aiforalpha.com
IA / ML / Data Science	Akur8	B	Île-de-France	White papersDownload our reports and our research, technical and position papers.	https://www.akur8.com/resources/white-papers	machine learning	https://www.akur8.com
IA / ML / Data Science	Arcascience	B	Île-de-France	Publications/Reports Access peer-reviewed research and case studies.	https://arcascience.ai/join-us	PhD, edge AI, data science	https://www.arcascience.ai/
IA / ML / Data Science	Bondzai	A	Occitanie	Engineering: AI Engineer	https://www.bondzai.io/2022/04/27/engineering-ai-engineer/	machine learning, deep learning, MLOps	https://www.bondzai.io
IA / ML / Data Science	Callifly	B	Occitanie	Vous gardez vos systèmes, nous y connectons notre IA en douceur.	https://callifly.com/cas-dusage-recrutement-de-candidats/	notre modèle, entraîné	https://www.callifly.com
IA / ML / Data Science	Cogniwave dynamics	A	Île-de-France	Research &#038; Development	https://www.cogniwavedynamics.com/research-development/	machine learning, computer vision, R&D, computer-vision	https://www.cogniwavedynamics.com
IA / ML / Data Science	Dasia	A	Île-de-France	"root": "https:\/\/www.dasia.ai\/wp-json\/",	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
IA / ML / Data Science	Dasia	A	Île-de-France	//# sourceURL=https://www.dasia.ai/wp-includes/js/wp-emoji-loader.min.js	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
IA / ML / Data Science	Dasia	A	Île-de-France	Nous rejoindre - dasia.ai	https://www.dasia.ai/nous-rejoindre/	deep learning, vision par ordinateur	https://www.dasia.ai
