Tier	Score	Nom	URL	Annee	Region	Tech detectee sur le site	Description
B	4	Actionable	www.actionable.live	2024	Grand Est	GPU, dataset	IA prédictive de satisfaction client. Elle transforme les données opérationnelles (achats, parcours, support, livraison...) déjà disponibles dans l’entreprise en prédictions individuelles de satisfaction, en identifiant automatiquement les leviers les plus impactants.
B	4	AfterData	https://www.afterdata.com/	2017	Île-de-France	machine learning, data scientist	AfterData est la 1ère solution française de lutte contre la criminalité financière : blanchiment, financement du terrorisme et abus de marché qui propose aux acteurs européens de la finance une solution de conformité innovante alliant machine learning et micro-segmentation.
B	4	Akur8	www.akur8.com	2018	Île-de-France	machine learning, data science	Fondée en 2018, Akur8 propose une plateforme de tarification et de provisionnement des assurances. Elle sert +300 assureurs dans +40 pays, dont AXA, Generali, Munich Re, MAPFRE et Tokio Marine. +3000 actuaires l'utilisent quotidiennement pour leurs modèles.
B	4	Amurabi - opérant sous la marque FairPatterns	https://www.fairpatterns.com/	2018	Île-de-France	PhD, researcher	FairPatterns est l'antivirus pour les humains. Notre IA multimodale scanne les sites, apps et réseaux sociaux pour détecter les préjudices digitaux (tromperie, manipulations, fausses promotions, consentement invalide, dark patterns) et les remédier. Moins d’amendes, des clients satisfaits.
B	4	AnthroPi	https://www.anthropi.net	2017	Bourgogne-Franche-Comté	dataset, transformer	AnthroPi is a training organization in communication and phone call using a conversation simulator
B	4	Aprex Solutions	www.aprex-solutions.com	2017	Grand Est	computer vision, chercheur, R&D	Vision industrielle et analyses d'images : Développement et intégration d’applications et de dispositifs de vision pour l'optimisation des contrôles Qualité & Process, combinant des technos d'analyse d'images de pointe et les IA dernière génération : pour l'Industrie et centres d'innovation.
B	4	AquAdapt	https://aquadapt.co	2024	Île-de-France	data science, dataset	AquAdapt développe une plateforme web dédiée à la fourniture de prévisions précises concernant l’évolution morphologique des littoraux à divers horizons temporels, destinée aux entreprises et aux collectivités.
B	4	Avnear	https://avnear.fr/	2023	Île-de-France	data scientist, dataset	Avnear se positionne comme la première solution d’investissement qui détecte les surévaluations du marché grâce à l'IA avant d’investir, renforçant ainsi la sécurité des contrats d’Assurance-vie et PER.
B	4	Baio-dx	https://www.baio-dx.com/	2022	Auvergne-Rhône-Alpes	data science, PhD	Offering solutions for clinical and industrial microbiology based on artificial intelligence and holographic images
B	4	Bevolta	http://bevolta.com	2015	Île-de-France	GPU, dataset	B2B SaaS platform that automates and optimises the replenishment process For quicker response time, less inventory and never out of stock
B	4	Bleckwen	www.bleckwen.ai	2018	Île-de-France	data science, data scientist	Bleckwen révolutionne la lutte contre la fraude pour les institutions financières grâce à l’IA prédictive et notre assistant d’investigation agentique. Détection en temps réel, alertes qualifiées et ROI > 700% pour un contrôle intelligent et rapide
B	4	Blix	http://joinblix.com	2021	Île-de-France	GPU, dataset	Blix provides accelerating and promotional services for e-commerce brands and entrepreneurs
B	4	BrightHeart	http://brightheart.ai	2022	Île-de-France	GPU, annotation	Advancing prenatal ultrasound screening with AI
B	4	Callifly	www.callifly.com	2023	Occitanie	dataset, transformer, entraîné	Nous créons des avatars vocaux en IA pour les marques e-commerce. Ils permettent de préfiltrer jusqu'à 80% des demandes clients entrantes à faible valeur ajoutée.
B	4	Collaterize	https://collaterize.com/	2024	Île-de-France	GPU, dataset	Through tokenization, Collaterize transforms asset liquidity, making it faster, more open, and transparent. Our solutions simplify the global distribution of assets, ensuring a seamless and secure experience. Join us in creating a fairer and more open financial world.
B	4	Comand AI	https://comand.ai/	2023	Île-de-France	reinforcement learning, open-source	Empowering defense forces with AI-powered decision-making and operating capabilities
B	4	DeepHawk	https://www.deephawk.ai/	2022	Bretagne	machine learning, PhD	DeepHawk is a Next Generation AI, delivering the best performance for visual quality control to industrial manufacturers. Ask for information and demo on www.DeepHawk.ai, or contact@deephawk.ai
B	4	Deepki	https://www.deepki.com/	2014	Île-de-France	GPU, PhD, dataset	Deepki a développé une plateforme ESG offrant une solution complète aux acteurs de l’immobilier, reposant sur l’exploitation de leurs données pour les accompagner dans leur transition net zéro et la mise en œuvre de trajectoires de décarbonation.
B	4	DeloniX	www.delonixx.com	2024	Auvergne-Rhône-Alpes	dataset, transformer	"Maîtrise du risque énergétique lié à la décarbonation pour l'industrie. 
Plateforme d'analyse prédictive et d'incertitudes des évolutions de consommation d’électricité et des coûts associés."
B	4	ELDA TECHNOLOGY	https://eldatechnology.fr/	2023	Occitanie	lidar, LiDAR	ELDA TECHNOLOGY développe une plateforme SIG de traitement des données LiDAR collectées par drone, fournissant des cartographies 3D précises des domaines skiables. Cela permet d’optimiser la gestion de l’eau et de réduire leur impact environnemental.
B	4	ENDOless	www.endoless.app	2024	Île-de-France	data science, researcher	ENDOless est une plateforme deeptech de santé des femmes qui collecte et structure des données réelles de symptômes, comportements et signaux physiologiques. Elle aide à mieux gérer les douleurs chroniques et génère des données exploitables par l’IA pour le soin et la recherche.
B	4	Energiency	www.energiency.com	2013	Bretagne	data science, dataset	Energiency accompagne les industriels dans la détection de nouvelles économies d’énergie et de CO2, en valorisant en temps réel les données existantes grâce à sa technologie d’analyse innovante alliant intelligence humaine et artificielle.
B	4	Flowlity	www.flowlity.com	2019	Île-de-France	machine learning, dataset	Flowlity offre une solution IA permettant aux entreprises d'automatiser leur supply chain de bout en bout. Plus de ruptures de stocks, de surstocks et un gain de temps à valeur ajoutée pour les équipes opérationnelles ainsi que pour les C-levels de la Supply Chain.
B	4	Getmint	www.getmint.ai/	2017	Île-de-France	GPU, PhD	Mint is an AI visibility platform that helps marketers analyze and optimize brand perception across AI models like ChatGPT, Gemini, and Claude. The platform provides real-time data analysis, customizable dashboards, and comprehensive brand monitoring tools. It enables businesses to audit their AI model presence, diagnose visibility gaps, and develop optimization strategies to ensure positive and accurate brand representation in AI-driven interactions.
B	4	Gigi	https://gigi.co/	2023	Île-de-France	PhD, dataset	AI-powered social network for professional connections
B	4	HD Rain	https://hd-rain.com/	2018	Île-de-France	machine learning, nos modèles	Machine learning based high resolution weather measurements and forecasts
B	4	Heex Technologies	www.heex.io	2019	Île-de-France	data science, dataset	Heex développe une data intelligence layer pour le Physical AI. La plateforme orchestre les opérations entre actifs physiques, systèmes numériques et équipes humaines en transformant des données brutes et signaux terrain en intelligence actionnable en temps réel.
B	4	Hiboo	https://www.hiboo.io/	2018	Île-de-France	GPU, PhD	Hiboo helps equipment operators and rental specialists improve fleet availability and reduce total cost of ownership by centralizing and standardizing data from 120+ OEMs and telematics sources. Maintenance, fuel, usage, field infos and secure data sharing are managed in one platform or API.
B	4	Jabu	www.jabu-app.fr	2023	Île-de-France	GPU, dataset	Jabu utilise l'IA pour anticiper les consommations en restauration collective, réduire le gaspillage alimentaire et optimiser les coûts. Avec une précision de 95 %, notre solution engage convives et gestionnaires pour un impact durable et mesurable.
B	4	Kardinal	https://kardinal.ai/fr/	2015	Île-de-France	machine learning, dataset, transformer	La véritable magie opère lorsque la connaissance des experts métier se conjugue avec la puissance des mathématiques et des outils numériques. Kardinal exploite la richesse de vos données pour aborder vos plus grands défis stratégiques et opérationnels, en fournissant des résultats concrets et directement exploitables qui libèrent tout le potentiel de votre dernier kilomètre. Dimensionnement de flottes, optimisation de tournées, préparation de peak period, sectorisation du territoire, ou encore, étude de conversion de votre flotte à l'électrique : nous vous accompagnons sur toutes les problématiques métier où les mathématiques ont un rôle à jouer et nous proposons des solutions concrètes et directement opérables.
B	4	Koaloo.fi	www.koaloo-fi.com	2023	Île-de-France	GPU, dataset	Koaloo.Fi est une fintech primée qui transforme la supply chain en levier de rentabilité et de résilience immédiates. Nous réduisons les risques fournisseurs, augmentons l’EBITDA des acheteurs, et offrons aux fournisseurs des financements jusqu’à 3x moins chers.
B	4	Leakmited	https://www.leakmited.com/	2019	Île-de-France	chercheur, transformer	AI-Powered water leak detection for water utilities companies.
B	4	Libeo	http://www.libeo.io	2018	Île-de-France	PhD, dataset	Platform for modern enterprise payments: automate suppliers management and focus on your core business
B	4	Lipstip	www.lipstip.com	2023	Nouvelle-Aquitaine	researcher, dataset	Lipstip est une Deeptech qui développe une IA souveraine, frugale et experte dédiée à la Propriété Intellectuelle. Nos modèles propriétaires automatisent les tâches juridiques complexes (recherche, comparaison, rédaction) pour diviser par 5 le temps de traitement des dossiers de marques et brevets.
B	4	MOOVANCE	https://www.moovance.fr/	2021	Île-de-France	PhD, transformer	Moovance, app mobile lancée après 2 ans de R&D, utilise l'IA pour identifier en temps réel les moyens de transport et leur empreinte carbone. Avec 1M d'utilisateurs, elle aide entreprises et collectivités à adapter leurs services aux mobilités.
B	4	Mago	https://www.mago.studio/	2024	Île-de-France	researcher, edge AI	An AI-native software that transforms and stylizes any video content
B	4	Maki people	https://www.makipeople.com/	2021	Île-de-France	data scientist, embedding	"We are building a conversational AI agent that liberates HR teams, advances organizations, and expands human potential.

By combining human ingenuity with AI-driven intelligence, Maki transforms HR into a proactive, strategic engine of growth. Our agents don’t just assist—they do the work. They adapt to your organization’s unique needs, enabling HR teams to focus on what matters most: building thriving teams and driving business impact."
B	4	Manabou	www.manabou.fr	2024	Île-de-France	dataset, transformer	"Créer, Adapter, Moderniser vos contenus e-learning grâce à l’IA.
Manabou est une plateforme de formation adaptative qui combine LMS et outil auteur IA pour créer, structurer et personnaliser des parcours à grande échelle, à partir de contenus existants ou de zéro, avec un impact mesurable."
B	4	MatchTune	https://www.matchtune.com/	2017	Île-de-France	GPU, dataset	MatchTune utilise l'IA pour révolutionner l'industrie créative en protégeant les artistes contre les infractions aux droits d'auteur et en aidant les marques à obtenir des licences musicales légales pour leurs contenus vidéo.
B	4	Matcha	www.getmatcha.tech/fr	2018	Île-de-France	GPU, dataset	Lancée en 2018 et positionné en B2B, Matcha permet aux distributeurs et marques de mieux vendre des produits complexes ou techniques (vins, bières, spiritueux, café, beauté, fromage, animalerie, charcuterie...).
B	4	Meteoria	www.meteoria.ai/	2024	Île-de-France	dataset, transformer	AI-powered brand visibility optimization and rank tracking.
B	4	MyndBlue	http://myndblue.io	2016	Île-de-France	machine learning, researcher	Our mission is to transform the way Depression and PTS are addressed through AI, Medical grade data and Clinical Trials
B	4	Naïo Technologies	https://www.naio-technologies.com/	2011	Occitanie	GPU, PhD	European leader in agricultural robotics
B	4	Notify	https://fr.notify-group.com/	2008	Île-de-France	machine learning, dataset	Notify est une AI decisioning pour l’orchestration temps réél du marketing. L’agent IA consolide les données, évalue continuellement le contexte (canal, timing, disponibilité client, pression marketing) et déclenche les « next best action/offer/channel » avec le plus de pertinence à l'individu.
B	4	One Biosciences	www.onebiosciences.fr	2020	Île-de-France	machine learning, PhD	One Biosciences développe une technologie d’IA pour décrypter la complexité des tumeurs. En analysant chaque cellule, nos algorithmes identifient des signatures fonctionnelles clés afin de guider des décisions thérapeutiques véritablement personnalisées.
B	4	Outsight	www.outsight.ai	2019	Île-de-France	lidar, LiDAR	Outsight fournit une IA 3D qui suit et numérise anonymement les flux de personnes et de véhicules à grande échelle (>280M de personnes actuellement). Les opérateurs d’aéroports, gares, stades ou sites industriels optimisent opérations, sécurité et expérience grâce à cette intelligence en temps réel.
B	4	Prof en Poche	https://profenpoche.com	2015	Nouvelle-Aquitaine	chercheur, transformer	Prof en Poche est un acteur de l’éducation, ayant impacté l’apprentissage de plus de 500.000 élèves. Éditeurs et distributeurs de solutions innovantes, nous concevons des expériences pédagogiques uniques en mathématiques, écologie et numérique.
B	4	Realytics	https://www.realytics.io/fr/	2014	Île-de-France	machine learning, data scientist	Realytics digitalise la télévision en permettant de mesurer son efficacité sur les leviers digitaux. C’est aujourd’hui le premier acteur européen à analyser tous les impacts d’une campagne pub TV : performance business (trafic, téléchargement d’apps, conversions…) comme effet branding (socio-demo, géoloc, search …). Avec ces indicateurs les annonceurs TV possèdent alors toutes les clés pour optimiser leur plan média et leurs investissements.  Reconnu pour son excellence technologique, Realytics a développé un algorithme unique de scoring permettant d’identifier qui, parmi les visiteurs du site web de la marque, a été exposé à son spot TV et a réagi instantanément. Au cœur de la convergence TV-Digital, cette innovation majeure permet aux annonceurs d’élaborer des scénarios de campagnes cross-media alliant puissance de la TV et performance du digital.   Plus encore, la société anticipe les performances drive to web d’un ou de plusieurs plans médias TV pour permettre aux annonceurs d’affiner leurs choix en avance de phase. Enfin, en plus de mesurer les performances d’un spot, Realytics capture l’incrément de trafic généré par l’effet de notoriété d’une campagne sur le long terme.  Avec plus de 5,5 milliards de visites trackées pour 300 clients dans 32 pays, Realytics s’impose aujourd’hui comme l’acteur incontournable du présent mais surtout du futur de la télévision. IPTV, VOL, replay… La TV est en profonde mutation ! Realytics innove constamment pour être au plus proche des besoins de ses clients, annonceurs comme agences, et pour accompagner les régies publicitaires dans cette transformation digitale.
B	4	Resilience	https://resilience.care	2021	Île-de-France	researcher, dataset	Building a software-based solution for cancer treatment providers and patients
B	4	Rollingdot	https://rollingdot.ai	2024	Occitanie	lidar, LiDAR	Provides innovative software solutions that automate point cloud processing
B	4	SMALK AI	https://www.smalk.ai	2025	Île-de-France	GPU, dataset	Ad Plateforme qui aide les marques à être n°1 dans ChatGPT et autre moteurs de recherche IA.
B	4	SP VISION SAS	www.spvision.fr	2016	Île-de-France	dataset, transformer	Editeur du logiciel Cameleon, XR pour l'industrie 4.0 - ERP Réalité virtuelle et augmentée - Industrialisation et optimisation des procédés
B	4	SYLVIACARE	https://www.sylviacare.fr/	2021	Centre-Val de Loire	GPU, dataset	"Détection précoce d'incendie pour espaces naturels et installations industrielles.
Nos capteurs combinent micros-caméras infrarouges et IA frugale pour générer des alarmes en un temps record et détecter les échauffements anormaux avant même l'apparition des premières flammes ou fumées."
B	4	ScienceOne	www.scienceone.eu	2021	Île-de-France	researcher, dataset	"ScienceLeadR.eu est une plateforme digitale alimentée par l'Intelligence Artificielle : 3,8 millions d'experts qualifiés au niveau mondial
Accélérer l'innovation en connectant l'ensemble des acteurs de l'écosystème de la santé !"
B	4	Seiki	https://www.seiki.co/	2022	Île-de-France	machine learning, edge AI	Au service des marques et des territoires, Seiki restitue et prédit les déplacements des populations grâce l’IA et le Machine Learning. De l’OOH au Retail, nos modèles prédisent les flux et audiences pour piloter vos stratégies. Une approche scientifique accessible en SaaS pour un impact concret.
B	4	Sekoia.io	www.sekoia.io	2022	Bretagne	machine learning, dataset	Sekoia.io est leader des solutions SaaS de détection et de réponse aux cybermenaces s’appuyant sur l’IA et le renseignement cyber. La plateforme AI SOC Sekoia apporte aux équipes de sécurité une véritable tour de contrôle sur leur système d’information.
B	4	Shift Technology	https://www.shift-technology.com/fr/	2014	Île-de-France	data scientist, transformer	Les solutions de Shift Technology, basées sur l’IA, permettent aux assureurs d’automatiser et d’optimiser la prise de décision en vue d'obtenir de meilleurs résultats, notamment en matière de gestion des sinistres et de détection des fraudes.
B	4	THINKDEEP AI	www.thinkdeep.ai	2019	Nouvelle-Aquitaine	GPU, dataset	ThinkDeep développe DeepBrain une plateforme d'agents IA permettant d'automatiser les tâches administratives en se basant sur des sources de données.
B	4	Tilkal	www.tilkal.com	2017	Île-de-France	GPU, dataset	Tilkal est une plateforme innovante qui transforme les données complexes de la supply chain en intelligence activable. Nous aidons les entreprises à tracer leurs produits, anticiper les risques, prouver leurs engagements et rester conformes aux réglementations.
B	4	Unbias	www.unbias.fr	2021	Provence-Alpes-Côte d'Azur	machine learning, chercheur	"Unbias is an independent deeptech lab on a mission to develop frugal, inclusive AI (Pacte Act 2019).
We focus on mastering deep signal understanding and precision layers alteration with application in controlling model for biases and information density."
B	4	aeteos	https://aeteos.com/	2016	Hauts-de-France	dataset, inference	To make this possible, a next generation of artificial intelligent solutions needs to be created, able to mimic the functioning of the human brain and be capable of performing tasks normally requiring human intelligence. At Aeteos, this is what we do.
B	4	cap collectif	http://www.cap-collectif.com/	2014	Île-de-France	GPU, dataset	Startup civique experte en intelligence collective qui développe des applications participatives à travers une plateforme distribuée en SaaS.
B	4	delos intelligence	https://www.delosintelligence.fr/	2023	Île-de-France	nos modèles, entraîné	Delos developed the Cosmos, a comprehensive B2B AI platform designed to revolutionize the tertiary sector.
B	4	inarix	https://www.inarix.com/	2018	Île-de-France	dataset, transformer	Notre solution vise à dématérialiser et qualifier en temps réel les flux de production céréaliers en à travers un simple smartphone en s'appuyant sur les dernières avancées en intelligence artificielle et en vision par ordinateur.
B	4	novasecur	http://www.novasecur.com	2010	Île-de-France	GPU, PhD	Novasecur is a French software publisher that develops, markets and integrates the only modular software solution that covers all of the risk management functionalities necessary for a business.
B	4	smartpush	www.smartpush.io	2018	Provence-Alpes-Côte d'Azur	machine learning, dataset	"smartpush est spécialisée sur la data et a développé ""alchimia"", une IA qui raffine la donnée pour valoriser l’expérience financière des clients. Elle sublime l’expérience collaborateurs et clients pour accélérer la croissance des grands groupes."
